cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,smiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
16030007,"N-(4-isopropoxybenzyl)-7,8,9,10-tetrahydro-6H-azepino[1,2-a]benzimidazole-3-carboxamide","N-(4-isopropoxybenzyl)-7,8,9,10-tetrahydro-6H-azepino[1,2-a]benzimidazole-3-carboxamide|CHEMBL1358080|HMS1895A06|AKOS002066927|NCGC00133354-01|G730-0985",377.5,C23H27N3O2,56.2,518,4.1,28,1,3,5,"InChI=1S/C23H27N3O2/c1-16(2)28-19-10-7-17(8-11-19)15-24-23(27)18-9-12-21-20(14-18)25-22-6-4-3-5-13-26(21)22/h7-12,14,16H,3-6,13,15H2,1-2H3,(H,24,27)",CC(C)OC1=CC=C(C=C1)CNC(=O)C2=CC3=C(C=C2)N4CCCCCC4=N3,HJSMKSCDRHUFDW-UHFFFAOYSA-N,"N-[(4-propan-2-yloxyphenyl)methyl]-7,8,9,10-tetrahydro-6H-azepino[1,2-a]benzimidazole-3-carboxamide",377.21,377.21,0,1,0,0,0,0,0,0,0,4,0,0,,Biological Test Results|Classification|Literature|Biological Test Results: Active|Biological Test Results: Micromolar,5,445|902|903|904|924|1460|1463|1468|1469|1476|1478|1479|1487|1865|1948|2288|2289|2528|2676|463173|485281|485290|485294|485314|485358|485364|493056|493084|493208|504327|504332|504333|504339|504648|504651|504652|504660|504845|504847|504891|540256|540317|588342|588453|588456|588519|588579|588590|588591|588795|588855|588856|602179|602233|602310|602313|602332|624170|624171|624173|624246|624263|624414|624415|624417|624418|651965|652048|652051|652104|686978|686979|720579|720580|720641|743255|743266|1159524|1159614|1224905|1259400|1259415|1346378|1346428|1347041|1347055|1347069|1347070|1347071|1347072|1347075|1347076|1347077|1347120|1347131|1347165|1347404|1347417|1347428|1347430|1508623|1508624|1508642|1508649|1645851|1645870|1671190|1671193|1671194|1671202|1745856|1745857|1794808|1963576,20070404,"AKos Consulting & Solutions|Ambinter|ChEMBL|ChemDiv|ChemSpider|DiscoveryGate|ICCB-Longwood Screening Facility, Harvard Medical School|Mcule|MolGenie|MolPort|National Center for Advancing Translational Sciences (NCATS)|Pan Lab, Icahn School of Medicine at Mount Sinai|University of Kansas High Throughput Screening Laboratory|ZINC",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,
16030236,"N-[2-(3,4-dimethoxyphenyl)ethyl]-7,8,9,10-tetrahydro-6H-azepino[1,2-a]benzimidazole-3-carboxamide","N-[2-(3,4-dimethoxyphenyl)ethyl]-7,8,9,10-tetrahydro-6H-azepino[1,2-a]benzimidazole-3-carboxamide|CHEMBL1316441|HMS1895G21|AKOS002065558|NCGC00133600-01|PD148291|G730-0771",393.5,C23H27N3O3,65.4,545,3.7,29,1,4,6,"InChI=1S/C23H27N3O3/c1-28-20-10-7-16(14-21(20)29-2)11-12-24-23(27)17-8-9-19-18(15-17)25-22-6-4-3-5-13-26(19)22/h7-10,14-15H,3-6,11-13H2,1-2H3,(H,24,27)",COC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(C=C2)N4CCCCCC4=N3)OC,WBIOCVRGEAGTLC-UHFFFAOYSA-N,"N-[2-(3,4-dimethoxyphenyl)ethyl]-7,8,9,10-tetrahydro-6H-azepino[1,2-a]benzimidazole-3-carboxamide",393.205,393.205,0,1,0,0,0,0,0,0,0,4,0,0,,Biological Test Results|Classification|Literature,3,445|902|903|904|924|1460|1463|1468|1469|1476|1478|1479|1487|1865|1948|2288|2289|2528|2676|463173|485281|485290|485294|485314|485344|485347|485358|485364|493056|493084|493208|504327|504332|504333|504339|504648|504651|504652|504660|504845|504847|504891|540256|540317|588342|588453|588456|588519|588579|588590|588591|588795|588855|588856|602179|602233|602310|602313|602332|624170|624171|624173|624246|624263|624414|624415|624417|624418|651965|652048|652051|652104|686978|686979|720579|720580|720641|743255|743266|1159524|1159614|1224905|1259400|1259415|1346378|1346428|1347041|1347055|1347069|1347070|1347071|1347072|1347077|1347120|1347131|1347165|1347404|1347417|1347428|1347430|1508623|1508624|1508642|1508649|1645851|1645870|1671190|1671193|1671194|1671202|1745856|1745857|1794808|1963576,20070404,"AKos Consulting & Solutions|Ambinter|ChEMBL|ChemDiv|ChemSpider|DiscoveryGate|ICCB-Longwood Screening Facility, Harvard Medical School|Mcule|MolGenie|MolPort|National Center for Advancing Translational Sciences (NCATS)|Pan Lab, Icahn School of Medicine at Mount Sinai|Probes & Drugs portal|University of Kansas High Throughput Screening Laboratory|ZINC",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,
16030238,"N-(4-methoxybenzyl)-7,8,9,10-tetrahydro-6H-azepino[1,2-a]benzimidazole-3-carboxamide","N-(4-methoxybenzyl)-7,8,9,10-tetrahydro-6H-azepino[1,2-a]benzimidazole-3-carboxamide|CHEMBL1475322|HMS1895I21|AKOS002065682|NCGC00133602-01|G730-0782",349.4,C21H23N3O2,56.2,478,3.3,26,1,3,4,"InChI=1S/C21H23N3O2/c1-26-17-9-6-15(7-10-17)14-22-21(25)16-8-11-19-18(13-16)23-20-5-3-2-4-12-24(19)20/h6-11,13H,2-5,12,14H2,1H3,(H,22,25)",COC1=CC=C(C=C1)CNC(=O)C2=CC3=C(C=C2)N4CCCCCC4=N3,ZHGWWGFZZIQIEB-UHFFFAOYSA-N,"N-[(4-methoxyphenyl)methyl]-7,8,9,10-tetrahydro-6H-azepino[1,2-a]benzimidazole-3-carboxamide",349.179,349.179,0,1,0,0,0,0,0,0,0,4,0,0,,Biological Test Results|Classification|Literature|Biological Test Results: Active|Biological Test Results: Micromolar,5,445|902|903|904|924|1460|1463|1468|1469|1476|1478|1479|1487|1865|1948|2288|2289|2528|2676|463173|485281|485290|485294|485314|485344|485347|485358|485364|493056|493084|493208|504327|504332|504333|504339|504648|504651|504652|504660|504845|504847|504891|540256|540317|588342|588453|588456|588519|588579|588590|588591|588795|588855|588856|602179|602233|602310|602313|602332|624170|624171|624173|624246|624263|624414|624415|624417|624418|651965|652048|652051|652104|686978|686979|720579|720580|720641|743255|743266|1159524|1159614|1224905|1259400|1259415|1346378|1346428|1347041|1347055|1347069|1347070|1347071|1347072|1347077|1347120|1347131|1347165|1347404|1347417|1347428|1347430|1508623|1508624|1508642|1508649|1645851|1645870|1671190|1671193|1671194|1671202|1745856|1745857|1794808|1963576,20070404,"AKos Consulting & Solutions|Ambinter|ChEMBL|ChemDiv|ChemSpider|DiscoveryGate|ICCB-Longwood Screening Facility, Harvard Medical School|Mcule|MolGenie|MolPort|National Center for Advancing Translational Sciences (NCATS)|Pan Lab, Icahn School of Medicine at Mount Sinai|University of Kansas High Throughput Screening Laboratory|ZINC",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,
16072609,"4H-Furo[3',2':3,4]azepino[1,2-a]indole-9-carboxylic acid, 12-cyclohexyl-5,6-dihydro-","SCHEMBL14253189|4H-Furo[3',2':3,4]azepino[1,2-a]indole-9-carboxylic acid, 12-cyclohexyl-5,6-dihydro-",349.4,C22H23NO3,55.4,531,5.1,26,1,3,2,"InChI=1S/C22H23NO3/c24-22(25)15-8-9-16-18(13-15)23-11-4-7-19-17(10-12-26-19)21(23)20(16)14-5-2-1-3-6-14/h8-10,12-14H,1-7,11H2,(H,24,25)",C1CCC(CC1)C2=C3C4=C(CCCN3C5=C2C=CC(=C5)C(=O)O)OC=C4,OYRXDWPOQFXTRE-UHFFFAOYSA-N,"17-cyclohexyl-5-oxa-10-azatetracyclo[8.7.0.02,6.011,16]heptadeca-1(17),2(6),3,11(16),12,14-hexaene-13-carboxylic acid",349.168,349.168,0,1,0,0,0,0,0,0,0,0,5,3,,Patents,1,,20070611,ChemSpider|Google Patents|IBM|NIAID ChemDB|PATENTSCOPE (WIPO)|SCRIPDB|SureChEMBL,Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,
16072644,"17-Cyclohexyl-3,5,10-triazatetracyclo[8.7.0.02,6.011,16]heptadeca-1(17),2(6),3,11(16),12,14-hexaene-13-carboxylic acid",SCHEMBL14253275,349.4,C21H23N3O2,70.9,535,4.3,26,2,3,2,"InChI=1S/C21H23N3O2/c25-21(26)14-8-9-15-17(11-14)24-10-4-7-16-19(23-12-22-16)20(24)18(15)13-5-2-1-3-6-13/h8-9,11-13H,1-7,10H2,(H,22,23)(H,25,26)",C1CCC(CC1)C2=C3C4=C(CCCN3C5=C2C=CC(=C5)C(=O)O)NC=N4,CKXJNDWFLUOURY-UHFFFAOYSA-N,"17-cyclohexyl-3,5,10-triazatetracyclo[8.7.0.02,6.011,16]heptadeca-1(17),2(6),3,11(16),12,14-hexaene-13-carboxylic acid",349.179,349.179,0,1,0,0,0,0,0,0,0,0,6,3,,Patents,1,,20070611,ChemSpider|Google Patents|IBM|NIAID ChemDB|PATENTSCOPE (WIPO)|SCRIPDB|SureChEMBL,Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,
16072651,"18-Cyclohexyl-3,6,11-triazatetracyclo[9.7.0.02,7.012,17]octadeca-1(18),2,4,6,12(17),13,15-heptaene-14-carboxylic acid",SCHEMBL14253281,361.4,C22H23N3O2,68,550,4,27,1,4,2,"InChI=1S/C22H23N3O2/c26-22(27)15-8-9-16-18(13-15)25-12-4-7-17-20(24-11-10-23-17)21(25)19(16)14-5-2-1-3-6-14/h8-11,13-14H,1-7,12H2,(H,26,27)",C1CCC(CC1)C2=C3C4=NC=CN=C4CCCN3C5=C2C=CC(=C5)C(=O)O,RUXJKGYSHOFFRD-UHFFFAOYSA-N,"18-cyclohexyl-3,6,11-triazatetracyclo[9.7.0.02,7.012,17]octadeca-1(18),2,4,6,12(17),13,15-heptaene-14-carboxylic acid",361.179,361.179,0,1,0,0,0,0,0,0,0,0,6,3,,Patents,1,,20070611,ChemSpider|Google Patents|IBM|NIAID ChemDB|PATENTSCOPE (WIPO)|SCRIPDB|SureChEMBL,Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,
16072673,"17-Cyclohexyl-4-methyl-5-thia-3,10-diazatetracyclo[8.7.0.02,6.011,16]heptadeca-1(17),2(6),3,11(16),12,14-hexaene-13-carboxylic acid",CHEMBL3617578|SCHEMBL14253307,380.5,C22H24N2O2S,83.4,567,5.6,27,1,4,2,"InChI=1S/C22H24N2O2S/c1-13-23-20-18(27-13)8-5-11-24-17-12-15(22(25)26)9-10-16(17)19(21(20)24)14-6-3-2-4-7-14/h9-10,12,14H,2-8,11H2,1H3,(H,25,26)",CC1=NC2=C(S1)CCCN3C2=C(C4=C3C=C(C=C4)C(=O)O)C5CCCCC5,WVLKAUDCCDJWEE-UHFFFAOYSA-N,"17-cyclohexyl-4-methyl-5-thia-3,10-diazatetracyclo[8.7.0.02,6.011,16]heptadeca-1(17),2(6),3,11(16),12,14-hexaene-13-carboxylic acid",380.156,380.156,0,1,0,0,0,0,0,0,0,1,5,3,,Biological Test Results|Classification|Literature|Patents|Biological Test Results: Active,5,1246575,20070611,ChEMBL|ChemSpider|Google Patents|IBM|Japan Chemical Substance Dictionary (Nikkaji)|MolGenie|NIAID ChemDB|PATENTSCOPE (WIPO)|SCRIPDB|SureChEMBL|Thomson Pharma,Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,
16072674,"4-Amino-17-cyclohexyl-5-thia-3,10-diazatetracyclo[8.7.0.02,6.011,16]heptadeca-1(17),2(6),3,11(16),12,14-hexaene-13-carboxylic acid",SCHEMBL14253308|amino(cyclohexyl)[?]carboxylic acid,381.5,C21H23N3O2S,109,570,4.8,27,2,5,2,"InChI=1S/C21H23N3O2S/c22-21-23-18-16(27-21)7-4-10-24-15-11-13(20(25)26)8-9-14(15)17(19(18)24)12-5-2-1-3-6-12/h8-9,11-12H,1-7,10H2,(H2,22,23)(H,25,26)",C1CCC(CC1)C2=C3C4=C(CCCN3C5=C2C=CC(=C5)C(=O)O)SC(=N4)N,YNQJMPHXHHUIQH-UHFFFAOYSA-N,"4-amino-17-cyclohexyl-5-thia-3,10-diazatetracyclo[8.7.0.02,6.011,16]heptadeca-1(17),2(6),3,11(16),12,14-hexaene-13-carboxylic acid",381.151,381.151,0,1,0,0,0,0,0,0,0,0,5,3,,Patents,1,,20070611,ChemSpider|Google Patents|IBM|NIAID ChemDB|PATENTSCOPE (WIPO)|SCRIPDB|SureChEMBL,Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,
16072678,"17-Cyclohexyl-5-oxa-3,10-diazatetracyclo[8.7.0.02,6.011,16]heptadeca-1(17),2(6),3,11(16),12,14-hexaene-13-carboxylic acid",SCHEMBL14253317,350.4,C21H22N2O3,68.3,535,4.5,26,1,4,2,"InChI=1S/C21H22N2O3/c24-21(25)14-8-9-15-16(11-14)23-10-4-7-17-19(22-12-26-17)20(23)18(15)13-5-2-1-3-6-13/h8-9,11-13H,1-7,10H2,(H,24,25)",C1CCC(CC1)C2=C3C4=C(CCCN3C5=C2C=CC(=C5)C(=O)O)OC=N4,KPPINLVNHBJMPS-UHFFFAOYSA-N,"17-cyclohexyl-5-oxa-3,10-diazatetracyclo[8.7.0.02,6.011,16]heptadeca-1(17),2(6),3,11(16),12,14-hexaene-13-carboxylic acid",350.163,350.163,0,1,0,0,0,0,0,0,0,0,5,3,,Patents,1,,20070611,ChemSpider|Google Patents|IBM|Japan Chemical Substance Dictionary (Nikkaji)|NIAID ChemDB|PATENTSCOPE (WIPO)|SCRIPDB|SureChEMBL|Thomson Pharma,Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,
16072721,"methyl 13-cyclohexyl-6-hydroxy-6,7-dihydro-5H-indolo[2,1-a][2]benzazepine-10-carboxylate","methyl 13-cyclohexyl-6-hydroxy-6,7-dihydro-5H-indolo[2,1-a][2]benzazepine-10-carboxylate|SCHEMBL3565283|LXOUFUGXUCJXLB-UHFFFAOYSA-N|Methyl (+/-)-13-cyclohexyl-6,7-dihydro-6-hydroxy-5H-indolo[2,1-a][2]benzazepine-10-carboxylate",389.5,C25H27NO3,51.5,589,5.4,29,1,3,3,"InChI=1S/C25H27NO3/c1-29-25(28)18-11-12-21-22(14-18)26-15-19(27)13-17-9-5-6-10-20(17)24(26)23(21)16-7-3-2-4-8-16/h5-6,9-12,14,16,19,27H,2-4,7-8,13,15H2,1H3",COC(=O)C1=CC2=C(C=C1)C(=C3N2CC(CC4=CC=CC=C43)O)C5CCCCC5,LXOUFUGXUCJXLB-UHFFFAOYSA-N,"methyl 13-cyclohexyl-6-hydroxy-6,7-dihydro-5H-indolo[2,1-a][2]benzazepine-10-carboxylate",389.199,389.199,0,1,0,1,0,1,0,0,0,1,10,4,,Literature|Patents,2,,20070611,ChemSpider|DiscoveryGate|Google Patents|IBM|NextMove Software|NIAID ChemDB|PATENTSCOPE (WIPO)|SCRIPDB|SureChEMBL|Thieme Chemistry,Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,
16072724,"(9S)-18-cyclohexyl-9-hydroxy-6,11-diazatetracyclo[9.7.0.02,7.012,17]octadeca-1(18),2(7),3,5,12(17),13,15-heptaene-14-carboxylic acid",,376.4,C23H24N2O3,75.4,578,4,28,2,4,2,"InChI=1S/C23H24N2O3/c26-16-12-19-17(7-4-10-24-19)22-21(14-5-2-1-3-6-14)18-9-8-15(23(27)28)11-20(18)25(22)13-16/h4,7-11,14,16,26H,1-3,5-6,12-13H2,(H,27,28)/t16-/m0/s1",C1CCC(CC1)C2=C3C4=C(C[C@@H](CN3C5=C2C=CC(=C5)C(=O)O)O)N=CC=C4,KPAGDSUCFNOLBH-INIZCTEOSA-N,"(9S)-18-cyclohexyl-9-hydroxy-6,11-diazatetracyclo[9.7.0.02,7.012,17]octadeca-1(18),2(7),3,5,12(17),13,15-heptaene-14-carboxylic acid",376.179,376.179,0,1,0,1,1,0,0,0,0,0,0,0,,,0,,20070611,ChemSpider|NIAID ChemDB,Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,
16072739,"5H-Pyrido[3',2':3,4]azepino[1,2-a]indole-10-carboxamide, 13-cyclohexyl-6,7-dihydro-","cyclohexyl[?]carboxamide|SCHEMBL14253398|5H-Pyrido[3',2':3,4]azepino[1,2-a]indole-10-carboxamide, 13-cyclohexyl-6,7-dihydro-",359.5,C23H25N3O,60.9,546,4.4,27,1,2,2,"InChI=1S/C23H25N3O/c24-23(27)16-10-11-18-20(14-16)26-13-5-9-19-17(8-4-12-25-19)22(26)21(18)15-6-2-1-3-7-15/h4,8,10-12,14-15H,1-3,5-7,9,13H2,(H2,24,27)",C1CCC(CC1)C2=C3C4=C(CCCN3C5=C2C=CC(=C5)C(=O)N)N=CC=C4,CCGDCUCAQVTVQX-UHFFFAOYSA-N,"18-cyclohexyl-6,11-diazatetracyclo[9.7.0.02,7.012,17]octadeca-1(18),2(7),3,5,12(17),13,15-heptaene-14-carboxamide",359.2,359.2,0,1,0,0,0,0,0,0,0,0,5,3,,Patents,1,,20070611,ChemSpider|Google Patents|IBM|NIAID ChemDB|PATENTSCOPE (WIPO)|SCRIPDB|SureChEMBL,Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,
16072754,"5H-Pyrido[3',2':3,4]azepino[1,2-a]indole, 13-cyclohexyl-6,7-dihydro-10-(1H-tetrazol-5-yl)-","SCHEMBL14253404|cyclohexyl(1H-tetrazol-5-yl)[?]|5H-Pyrido[3',2':3,4]azepino[1,2-a]indole, 13-cyclohexyl-6,7-dihydro-10-(1H-tetrazol-5-yl)-",384.5,C23H24N6,72.3,566,4.7,29,1,4,2,"InChI=1S/C23H24N6/c1-2-6-15(7-3-1)21-18-11-10-16(23-25-27-28-26-23)14-20(18)29-13-5-9-19-17(22(21)29)8-4-12-24-19/h4,8,10-12,14-15H,1-3,5-7,9,13H2,(H,25,26,27,28)",C1CCC(CC1)C2=C3C4=C(CCCN3C5=C2C=CC(=C5)C6=NNN=N6)N=CC=C4,JZNMFIHFRZKWFP-UHFFFAOYSA-N,"18-cyclohexyl-14-(2H-tetrazol-5-yl)-6,11-diazatetracyclo[9.7.0.02,7.012,17]octadeca-1(18),2(7),3,5,12(17),13,15-heptaene",384.206,384.206,0,1,0,0,0,0,0,0,0,0,6,3,,Patents,1,,20070611,ChemSpider|Google Patents|IBM|NIAID ChemDB|PATENTSCOPE (WIPO)|SCRIPDB|SureChEMBL,Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,
16187035,N-(2-Azepan-1-yl-phenyl)-2-(2-cyclohex-1-enyl-ethylamino)-acetamide,MLS000122108|CHEMBL1607108|HMS2764M14|SMR000119584|N-(2-Azepan-1-yl-phenyl)-2-(2-cyclohex-1-enyl-ethylamino)-acetamide,445.6,C24H35N3O5,119,526,,32,4,7,8,"InChI=1S/C22H33N3O.C2H2O4/c26-22(18-23-15-14-19-10-4-3-5-11-19)24-20-12-6-7-13-21(20)25-16-8-1-2-9-17-25;3-1(4)2(5)6/h6-7,10,12-13,23H,1-5,8-9,11,14-18H2,(H,24,26);(H,3,4)(H,5,6)",C1CCCN(CC1)C2=CC=CC=C2NC(=O)CNCCC3=CCCCC3.C(=O)(C(=O)O)O,MBDZOALFYOJSRD-UHFFFAOYSA-N,N-[2-(azepan-1-yl)phenyl]-2-[2-(cyclohexen-1-yl)ethylamino]acetamide;oxalic acid,445.258,445.258,0,2,0,0,0,0,0,0,0,2,0,0,,Biological Test Results|Classification|Literature|Biological Test Results: Active|Biological Test Results: Micromolar,5,485|781|782|798|800|873|880|940|1021|1022|1046|1085|1236|1242|1274|1304|1321|1359|1376|1377|1381|1385|1415|1416|1422|1423|1424|1430|1434|1439|1440|1441|1443|1445|1446|1448|1454|1456|1460|1461|1463|1465|1467|1468|1469|1471|1477|1479|1481|1486|1490|1496|1509|1510|1511|1515|1527|1529|1530|1531|1554|1556|1565|1566|1578|1619|1621|1625|1626|1628|1631|1634|1654|1656|1662|1663|1665|1672|1688|1700|1706|1721|1722|1766|1775|1777|1778|1779|1789|1800|1813|1814|1817|1822|1825|1832|1845|1850|1861|1863|1865|1868|1875|1885|1899|1903|1906|1910|1947|1950|1956|1961|1962|1974|1979|1984|1986|1987|2006|2012|2013|2014|2016|2023|2025|2029|2052|2057|2058|2066|2073|2094|2097|2098|2099|2100|2101|2107|2112|2129|2130|2147|2156|2174|2177|2216|2221|2227|2234|2235|2237|2239|2247|2280|2288|2289|2300|2314|2315|2326|2380|2391|2435|2445|2451|2462|2472|2517|2520|2521|2524|2528|2540|2544|2546|2549|2550|2551|2553|2557|2563|2599|2606|2629|2642|2648|2650|2661|2662|2675|2676|2685|2690|2716|2717|2718|2732|2751|2796|2797|2805|2806|2825|434955|434962|434973|434989|435003|435005|435022|435030|449728|449762|449763|463075|463079|463082|463104|463111|463115|463141|463165|463187|463190|463195|463210|463212|463254|485270|485272|485273|485275|485281|485294|485297|485298|485313|485314|485317|485341|485344|485346|485347|485349|485353|485358|485364|485367|488837|488839|488847|488862|488890|488895|488896|488899|488922|488965|488966|488975|488977|489030|489031|492947|492953|492956|492972|492992|492993|492997|493005|493008|493011|493012|493014|493036|493056|493084|493087|493091|493098|493131|493160|493187|493244|504326|504327|504329|504332|504333|504339|504357|504406|504408|504411|504414|504423|504441|504444|504454|504462|504466|504467|504490|504523|504558|504577|504582|504621|504634|504648|504651|504652|504660|504690|504692|504700|504706|504707|504720|504734|504766|504775|504803|504810|504812|504832|504834|504842|504845|504847|504884|504891|504894|504937|540253|540263|540267|540275|540277|540295|540303|540308|540317|540336|540364|588334|588335|588342|588352|588353|588354|588358|588366|588391|588405|588413|588436|588453|588456|588458|588473|588475|588478|588489|588492|588493|588497|588499|588501|588511|588549|588579|588590|588591|588621|588627|588664|588674|588675|588676|588689|588692|588726|588727|588795|588814|588819|588850|588852|588855|588856|602123|602141|602162|602163|602179|602229|602233|602244|602247|602248|602250|602252|602261|602274|602281|602310|602313|602329|602332|602340|602342|602346|602363|602393|602396|602399|602405|602410|602429|602438|602440|602449|602481|623870|623877|623901|624037|624038|624040|624120|624125|624126|624127|624168|624169|624170|624171|624172|624173|624178|624202|624204|624246|624256|624263|624267|624268|624287|624288|624291|624296|624297|624304|624330|624352|624354|624377|624414|624415|624416|624417|624418|624463|624464|624465|624466|624467|624483|651550|651560|651572|651582|651602|651610|651635|651636|651638|651640|651644|651647|651654|651658|651661|651687|651699|651702|651710|651711|651718|651719|651723|651725|651746|651747|651768|651800|651819|651820|651821|651956|651957|651958|651965|651999|652010|652017|652025|652039|652048|652051|652054|652067|652104|652105|652106|652115|652126|652147|652154|652162|652163|652189|652197|652231|652233|652236|652257|686940|686964|686970|686971|686978|686979|686996|687014|687016|720504|720508|720509|720511|720542|720543|720551|720553|720582|720596|720647|720648|720690|720697|720700|720702|720704|720706|720707|720708|720709|720711|743093|743126|743238|743247|743255|743266|743269|743279|743287|743397|743398|743445|1053175|1053197|1117267|1117319|1159524|1159583|1159606|1224865|1259309|1259311|1259313|1259318|1259400|1259415|1346378|1347041|1347056|1347070|1347071|1347075|1347076|1347120|1347131|1671190|1671463|1920062,20070705,"ChEMBL|ChemSpider|Collaborative Drug Discovery, Inc.|ICCB-Longwood Screening Facility, Harvard Medical School|MLSMR|MolGenie",Curation Efforts|Governmental Organizations|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,
